lat,lon,timestamp
-29.221805,-51.340951,2021-03-06T20:30:08.000Z
-29.222232,-51.341072,2021-03-06T20:30:54.000Z
-29.22569,-51.341416,2021-03-06T20:32:11.000Z
-29.220007,-51.342916,2021-03-06T20:34:43.000Z
-29.21388,-51.35597,2021-03-06T20:36:34.000Z
-29.21103,-51.356524,2021-03-06T20:48:50.000Z
